id,score,rank
4590,0.1987564353874361,1
3159,0.17452304547244052,2
1032,0.16822997366035455,3
4784,0.16786538145275645,4
5668,0.16681012233897488,5
723,0.16169951937378288,6
1175,0.16036695336219353,7
7760,0.15782637051804088,8
4631,0.1532293595939562,9
8328,0.15276678144094444,10
2559,0.15254992810242332,11
1862,0.15240072191441958,12
4318,0.14801716354179617,13
2864,0.14721545446117215,14
1276,0.14720058969953762,15
1415,0.14680853986754877,16
7313,0.1426134040736679,17
3609,0.14059084087565982,18
7834,0.14006748483868706,19
6106,0.1394409119717027,20
3978,0.13904735709912397,21
5373,0.1389005255075057,22
8067,0.1372480282834441,23
3925,0.13627374680628895,24
2242,0.1360171440641664,25
1736,0.13555744679543474,26
470,0.13494902139007497,27
7433,0.1342517213474384,28
467,0.1335338921364333,29
8159,0.13118940360659018,30
9355,0.13092041710079413,31
667,0.13086968827374917,32
6232,0.1299594242443779,33
5670,0.12908704707445806,34
4046,0.12908014415813035,35
7318,0.12850190752334792,36
9590,0.128240611109183,37
777,0.12779347895317575,38
3476,0.1268312865744923,39
4673,0.1262207789665417,40
8938,0.1261177237897429,41
6491,0.12543398752884985,42
1988,0.12525702780934794,43
4486,0.12462354516714297,44
786,0.12403913035530231,45
674,0.12395055130594504,46
7546,0.12362617279784133,47
2615,0.12357717851952972,48
2541,0.12274987859441455,49
5320,0.12186474526250918,50
3581,0.12150036147404528,51
6361,0.12117646593538875,52
5163,0.12088376065240333,53
5852,0.12078623717355469,54
2528,0.120126131430453,55
7073,0.1198491764086537,56
7036,0.11984136144264962,57
4024,0.11967380335522226,58
2135,0.11910329982289689,59
3016,0.11862080180322915,60
9640,0.11830069966649037,61
2004,0.11800368176677829,62
1210,0.11782768897962523,63
2419,0.11740660818383439,64
1576,0.1172038606694232,65
9335,0.11703673660789882,66
1098,0.11656529316609594,67
5569,0.1160686917784507,68
2890,0.11585773250472933,69
8988,0.11575685829642118,70
8918,0.11506842742547296,71
4991,0.11472097895780359,72
8164,0.11456548463658797,73
2846,0.11451074595289215,74
2747,0.11446730581675374,75
1403,0.11416790242288022,76
7548,0.114035573818522,77
3916,0.11383257517599957,78
4301,0.11353889021589467,79
3544,0.11338114728167915,80
9838,0.11291252018080777,81
2358,0.11289897892216438,82
7934,0.11273511460672295,83
4691,0.1126186750189471,84
7221,0.11249528789665639,85
7088,0.11207962563827395,86
5627,0.11185033848400255,87
3975,0.11179226916749721,88
7233,0.11151762324006112,89
6200,0.11135205856816531,90
3798,0.1113175672691149,91
8333,0.11120796031360095,92
8131,0.11118898382160153,93
7350,0.11087727080497356,94
6146,0.1108418160056922,95
9010,0.11081045404095513,96
7466,0.11080192635837188,97
7727,0.11077375296417913,98
6381,0.11057104205438312,99
513,0.1101455436113886,100
